Country,Year,Food Consumption,Food Production,Population,Wastage
Sri Lanka,1998,2943.679289,1998,18.57,122.711662
Sri Lanka,1999,2985.463107,2111,18.70,184.2243238
Sri Lanka,2000,3019.576039,2118,18.85,167.5200259
Sri Lanka,2001,3021.516023,2002,19.04,163.7835751
Sri Lanka,2002,3074.600485,2120,19.26,112.6224307
Sri Lanka,2003,3178.807751,2262,19.22,172.2864587
Sri Lanka,2004,2940.419402,1966,19.74,166.9610512
Sri Lanka,2005,2986.298641,2392,19.95,270.3641026
Sri Lanka,2006,3072.053779,2459,19.67,276.7889783
Sri Lanka,2007,3160.993733,2323,20.30,280.534628
Sri Lanka,2008,3211.736951,2895,20.45,431.4152374
Sri Lanka,2009,3317.576134,2769,20.60,423.4408618
Sri Lanka,2010,3432.56941,3236,20.76,543.2240661
Sri Lanka,2011,3476.428369,2993,20.32,491.3096894
Sri Lanka,2012,3498.120253,2979,21.10,488.4098876
Sri Lanka,2013,3546.39165,3523,21.27,576.7608433
Sri Lanka,2014,3594.867414,2732,20.62,466.7608433
Vietnam,1990,11536.57195,14645,68.21,1077.63936
Vietnam,1991,11804.94364,14998,69.67,881.9044932
Vietnam,1992,12252.81456,16532,71.13,1532.196783
Vietnam,1993,12509.1215,17425,72.56,1726.513048
Vietnam,1994,13053.17721,17997,73.92,1757.985329
Vietnam,1995,13399.24828,18928,75.20,1859.041028
Vietnam,1996,13500.73736,20222,76.38,1943.007804
Vietnam,1997,13654.02467,21130,77.46,1999.178383
Vietnam,1998,13976.4024,21963,78.46,2041.660732
Vietnam,1999,14674.51324,23697,79.40,2353.430733
Vietnam,2000,15177.6855,24719,80.29,3361.518065
Vietnam,2001,15891.85623,25018,81.12,3328.274404
Vietnam,2002,16440.06268,27192,81.92,4022.606558
Vietnam,2003,16662.81937,28064,82.68,4107.587538
Vietnam,2004,16279.92458,28940,83.44,4915.435428
Vietnam,2005,16368.78083,29293,84.20,4865.211467
Vietnam,2006,16365.14365,29676,84.98,4924.419349
Vietnam,2007,16373.34029,30308,85.77,4974.815996
Vietnam,2008,16446.59431,32702,86.59,6749.610833
Vietnam,2009,16386.0947,32445,87.45,5155.541633
Vietnam,2010,16276.48941,33336,88.36,6499.029088
Vietnam,2011,16443.26589,35522,89.32,6507.754335
Vietnam,2012,16545.10804,36279,90.34,5818.052527
Vietnam,2013,16740.12322,36922,91.38,7302.256952
Vietnam,2014,17069.95119,37662,92.42,7772.256952
Cambodia,1990,1428.600349,1773,9.06,316.561071
Cambodia,1991,1439.197648,1633,9.38,237.6104025
Cambodia,1992,1603.756819,1603,9.72,70.31877996
Cambodia,1993,1601.482309,1476,10.08,43.66219669
Cambodia,1994,1666.875764,1558,10.36,48.72504023
Cambodia,1995,1825.53098,2234,10.77,199.0807314
Cambodia,1996,1827.786792,2204,11.09,276.8412128
Cambodia,1997,1964.372793,2264,11.34,292.8301929
Cambodia,1998,1984.441649,2330,11.69,304.7361531
Cambodia,1999,2052.243922,2764,11.96,421.135158
Cambodia,2000,2108.928252,2792,12.22,412.8537995
Cambodia,2001,2162.849528,2864,12.47,424.063456
Cambodia,2002,2239.072209,2647,12.68,374.4223166
Cambodia,2003,2398.484756,3441,12.93,495.8278578
Cambodia,2004,2108.717,2882,13.15,533.4111161
Cambodia,2005,2210.829873,4012,13.36,956.5492368
Cambodia,2006,2270.355179,4786,13.56,1664.307907
Cambodia,2007,2326.815244,5214,13.73,1831.257194
Cambodia,2008,2391.089627,5989,13.94,2309.593364
Cambodia,2009,2465.973355,6515,14.14,2385.103747
Cambodia,2010,2549.259726,6971,14.36,2754.395868
Cambodia,2011,2656.127595,8318,14.61,3759.364062
Cambodia,2012,2630.015961,8739,14.83,3874.401662
Cambodia,2013,2842.951583,8887,15.08,3904.286662
Cambodia,2014,3142.477248,8700,15.33,3851.685662
Laos,1990,922.0465872,1064,4.25,83.78500809
Laos,1991,902.5320543,869,4.37,46.62660542
Laos,1992,864.048108,1019,4.50,60.86695524
Laos,1993,873.2309118,860,4.63,61.17351643
Laos,1994,880.8149396,1076,4.75,67.41240763
Laos,1995,934.7391868,956,4.86,60.68650504
Laos,1996,959.2148401,981,4.99,75.61715615
Laos,1997,988.7674806,1130,5.10,93.6424473
Laos,1998,1017.360587,1175,5.20,131.0671541
Laos,1999,1028.237133,1410,5.30,341.108084
Laos,2000,1040.911329,1502,5.34,391.9452046
Laos,2001,1062.016779,1552,5.47,396.4736799
Laos,2002,1076.533452,1627,5.55,408.753724
Laos,2003,1136.59418,1621,5.58,392.1517063
Laos,2004,1138.014108,1738,5.70,429.3881197
Laos,2005,1216.573789,1998,5.79,508.518422
Laos,2006,1272.058719,2150,5.90,663.080822
Laos,2007,1317.487423,2494,6.01,775.5191743
Laos,2008,1359.774626,3019,6.05,1028.92172
Laos,2009,1394.826185,3159,6.27,1026.432835
Laos,2010,1417.224092,3044,6.40,1041.116831
Laos,2011,1441.053899,3166,6.37,1104.722495
Laos,2012,1543.543444,3468,6.47,1122.722495
Laos,2013,1629.838586,3514,6.58,1144.722495
Laos,2014,1784.712426,3609,6.69,1164.722495
Mongolia,1990,320.8279087,753,2.18,159.4732007
Mongolia,1991,322.1124492,620,2.22,114.8114072
Mongolia,1992,320.6079951,513,2.24,118.2967613
Mongolia,1993,318.287583,489,2.26,130.5132746
Mongolia,1994,327.2409179,343,2.28,104.81076
Mongolia,1995,300.4539101,275,2.30,85.11642979
Mongolia,1996,301.2083616,231,2.32,83.1170075
Mongolia,1997,315.5151399,254,2.34,62.29492191
Mongolia,1998,326.6270098,211,2.36,56.46891638
Mongolia,1999,381.1250744,184,2.38,48.81702008
Mongolia,2000,340.1481331,156,2.40,38.9207144
Mongolia,2001,352.3956041,157,2.42,45.36233756
Mongolia,2002,348.2556482,139,2.44,55.39411765
Mongolia,2003,369.4900664,185,2.47,48.97890158
Mongolia,2004,364.8807877,159,2.50,42.73501003
Mongolia,2005,368.4430348,97,2.53,34.99569494
Mongolia,2006,386.351708,166,2.56,44.71017281
Mongolia,2007,392.231639,144,2.60,46.24207564
Mongolia,2008,393.0079435,247,2.63,64.50086872
Mongolia,2009,403.536288,430,2.67,113.6790853
Mongolia,2010,407.5031718,397,2.71,111.2155708
Mongolia,2011,427.3401098,496,2.75,108.7736465
Mongolia,2012,433.4664007,539,2.81,113.3116465
Mongolia,2013,434.0966261,429,2.86,29.31164654
Mongolia,2014,434.3075531,541,2.91,49.41164654
Yemen,1990,1844.507584,813,11.79,290.192536
Yemen,1991,2006.221299,494,12.39,51.21245655
Yemen,1992,2133.235723,862,13.04,77.38001586
Yemen,1993,2237.988538,894,13.73,85.58876484
Yemen,1994,2366.417292,854,14.63,79.40815781
Yemen,1995,2478.568559,864,15.02,129.4128212
Yemen,1996,2412.338164,709,15.58,64.34355894
Yemen,1997,2555.080274,693,16.35,65.45664101
Yemen,1998,2626.487743,883,16.56,83.49563599
Yemen,1999,2722.52019,748,17.04,71.60915412
Yemen,2000,2824.310133,790,17.52,104.5902771
Yemen,2001,2977.854807,821,18.03,105.5564546
Yemen,2002,2964.084146,671,18.83,94.59779923
Yemen,2003,2991.337978,513,19.08,89.62455056
Yemen,2004,2934.26255,461,19.61,72.49364564
Yemen,2005,3115.025146,549,20.50,87.86242606
Yemen,2006,3241.826898,783,20.66,104.2285169
Yemen,2007,3374.720283,1002,21.18,135.5031165
Yemen,2008,3501.92079,779,21.70,131.1185301
Yemen,2009,3693.724727,742,22.23,119.1570238
Yemen,2010,3804.383685,1086,23.59,143.3912612
Yemen,2011,3900.811898,881,23.30,113.9994167
Yemen,2012,4046.17079,980,23.85,122.3134681
Yemen,2013,4128.066409,931,24.41,122.1945339
Yemen,2014,4114.117298,764,26.18,112.1945339
Algeria,1990,5843.659645,1833,25.91,478.7998779
Algeria,1991,6219.276652,4082,26.89,786.4001955
Algeria,1992,5907.130893,3625,27.54,937.329951
Algeria,1993,6396.314476,1724,28.16,725.1322133
Algeria,1994,5774.64299,1147,28.75,470.89417
Algeria,1995,6161.284702,2442,29.32,489.0151425
Algeria,1996,6428.653752,5194,29.85,538.3818165
Algeria,1997,6402.522882,1111,30.35,412.0530272
Algeria,1998,6702.07245,3304,30.82,523.6534712
Algeria,1999,6828.270325,2274,31.28,460.5446566
Algeria,2000,6965.666486,1236,31.72,466.5157337
Algeria,2001,7182.053282,2905,32.15,510.6374897
Algeria,2002,7357.336107,2290,32.57,671.9340046
Algeria,2003,7656.375865,4748,33.00,694.247422
Algeria,2004,7792.435806,4482,33.46,694.0964356
Algeria,2005,8027.530658,4071,33.96,691.3537775
Algeria,2006,8236.141636,4567,34.51,692.6498977
Algeria,2007,8197.545927,3911,35.10,676.6619716
Algeria,2008,8472.792559,2080,35.73,690.8711027
Algeria,2009,8743.993894,6732,36.38,905.1486812
Algeria,2010,8915.441734,5575,37.06,1052.613563
Algeria,2011,9084.02379,5213,36.72,1183.857799
Algeria,2012,9274.525777,6069,38.48,1361.336366
Algeria,2013,9451.242113,6158,39.21,1632.497282
Algeria,2014,9554.325968,4502,38.93,1632.497282
Egypt,1990,14535.71418,12462,56.34,1062.645451
Egypt,1991,15145.02894,13268,57.39,1437.044166
Egypt,1992,15176.36875,13827,58.37,1540.327876
Egypt,1993,15387.95878,14105,60.11,1755.884724
Egypt,1994,15860.02209,13960,60.23,1780.630103
Egypt,1995,16441.62595,15283,61.17,2119.924433
Egypt,1996,16842.24871,15701,63.60,2067.16882
Egypt,1997,17292.2336,16852,63.09,2133.18482
Egypt,1998,17657.63544,17107,64.08,1928.804496
Egypt,1999,17981.53753,18083,65.10,2134.174514
Egypt,2000,18399.65366,18719,66.14,2013.186907
Egypt,2001,19099.42241,18226,69.60,1695.454615
Egypt,2002,19504.18468,18674,68.30,1606.178428
Egypt,2003,19973.9189,19326,69.43,1571.184038
Egypt,2004,20438.66891,19521,73.60,1800.63351
Egypt,2005,21047.5967,21951,71.78,1858.839427
Egypt,2006,21472.34619,21559,72.99,2020.390909
Egypt,2007,22048.89878,20868,74.23,2061.638433
Egypt,2008,22540.54629,22347,75.49,2359.145983
Egypt,2009,23006.086,21851,80.44,1981.970928
Egypt,2010,23352.54328,19184,78.08,1962.747307
Egypt,2011,23731.1893,21156,79.39,2201.335967
Egypt,2012,24361.78998,21925,85.66,2111.335967
Egypt,2013,24737.82501,20646,87.61,2126.335967
Egypt,2014,25485.85022,20949,89.58,2136.335967
Morocco,1990,6371.880171,6510,24.68,1214.081987
Morocco,1991,5552.584823,8939,25.13,1462.583484
Morocco,1992,5673.880656,3188,25.57,1150.72117
Morocco,1993,5771.464831,3036,26.31,1035.201447
Morocco,1994,5903.233357,9885,26.42,1297.642754
Morocco,1995,5923.792543,2034,26.83,830.27912
Morocco,1996,6149.681966,10402,27.56,1255.27222
Morocco,1997,6271.762068,4393,27.63,1008.339094
Morocco,1998,6401.954195,6918,28.01,1206.000821
Morocco,1999,6494.490501,4144,28.37,907.2344712
Morocco,2000,6590.080828,2278,28.71,656.2352487
Morocco,2001,6744.317737,4889,29.25,957.7933888
Morocco,2002,6959.766508,5624,29.31,1012.262651
Morocco,2003,7096.442726,8325,29.59,1213.090476
Morocco,2004,7297.838573,8984,30.09,1215.550458
Morocco,2005,7477.740497,4741,30.13,1015.518514
Morocco,2006,7620.373127,9630,30.40,1318.248246
Morocco,2007,7811.0927,2862,30.67,864.4243883
Morocco,2008,7997.050376,5705,30.96,1166.770568
Morocco,2009,8207.13375,10745,31.71,1359.47264
Morocco,2010,8482.979567,8139,31.64,1468.46614
Morocco,2011,8680.828452,9045,32.06,1971.825937
Morocco,2012,8674.693691,5733,32.98,1471.825937
Morocco,2013,8911.94895,10422,33.45,1770.325937
Morocco,2014,9242.306136,7505,33.92,1570.325937
Tunisia,1990,1724.916115,1691,8.23,322.0049226
Tunisia,1991,1777.153996,2609,8.32,372.7600404
Tunisia,1992,1798.151529,2252,8.50,391.9155305
Tunisia,1993,1844.901147,1967,8.67,392.4333501
Tunisia,1994,1860.827769,711,8.83,277.5500221
Tunisia,1995,1959.021145,679,9.11,288.891169
Tunisia,1996,2001.407934,2936,9.12,383.468194
Tunisia,1997,1962.525011,1127,9.24,313.9933497
Tunisia,1998,2025.404029,1740,9.50,374.8796862
Tunisia,1999,2038.480745,1896,9.45,374.4726881
Tunisia,2000,2061.799507,1158,9.55,313.2024605
Tunisia,2001,2096.914066,1435,9.65,369.1785444
Tunisia,2002,2121.33816,590,9.75,348.778361
Tunisia,2003,2145.039068,2980,9.94,498.6052711
Tunisia,2004,2205.249078,2439,9.95,490.34563
Tunisia,2005,2224.024858,2206,10.05,588.4599182
Tunisia,2006,2283.809674,1732,10.20,569.9179295
Tunisia,2007,2350.758216,2100,10.27,791.0812268
Tunisia,2008,2395.723194,1301,10.39,669.4676636
Tunisia,2009,2434.658096,2627,10.51,819.8730111
Tunisia,2010,2454.655083,1172,10.63,769.9349959
Tunisia,2011,2475.403782,2402,10.76,720.0092942
Tunisia,2012,2498.643673,2690,10.88,720.0092942
Tunisia,2013,2532.620648,1390,11.01,670.0092942
Tunisia,2014,2563.620648,2415,11.13,670.0092942
Angola,1990,1038.861999,837,11.13,61.31946872
Angola,1991,1220.948008,972,10.65,71.60104001
Angola,1992,1297.648682,1087,11.00,67.56657854
Angola,1993,1267.762481,1001,12.25,77.00100697
Angola,1994,1485.129255,1133,11.74,103.4065346
Angola,1995,1612.650383,1226,12.11,61.44718558
Angola,1996,1653.849605,1396,12.45,86.60475977
Angola,1997,1636.461755,1275,12.79,66.84483235
Angola,1998,1863.624248,1659,14.19,176.003262
Angola,1999,1912.550679,1588,13.51,130.193973
Angola,2000,2044.533922,2086,13.93,230.322862
Angola,2001,2217.149821,2665,15.56,282.8683163
Angola,2002,2445.18223,3207,14.89,345.9984422
Angola,2003,2537.582062,3387,15.42,399.1618723
Angola,2004,2650.381769,3966,15.98,430.5562227
Angola,2005,2784.302734,4312,16.54,457.2662494
Angola,2006,2902.539834,4230,18.54,441.9194703
Angola,2007,3087.472502,4585,17.71,642.0376822
Angola,2008,3065.8091,4589,18.31,627.7276311
Angola,2009,3251.307646,5962,20.52,1205.500998
Angola,2010,3406.279166,6440,19.55,1546.623788
Angola,2011,3504.486812,6869,20.18,1606.568261
Angola,2012,3532.778314,4549,20.82,684.209172
Angola,2013,3846.706779,7239,21.47,1360.313192
Angola,2014,1183.707933,5274,24.23,1435.313192
Lesotho,1990,312.2715594,253,1.60,51.15234655
Lesotho,1991,317.8026045,77,1.63,30.23362273
Lesotho,1992,328.3333454,104,1.66,29.37037171
Lesotho,1993,340.9338944,165,1.69,35.48154382
Lesotho,1994,352.6332828,237,1.73,42.69258698
Lesotho,1995,356.2630217,96,1.75,27.69598822
Lesotho,1996,365.2586067,272,1.78,29.97310548
Lesotho,1997,317.216853,221,1.80,39.81298366
Lesotho,1998,345.9577763,215,1.82,35.89530847
Lesotho,1999,337.7633521,175,1.84,38.01903912
Lesotho,2000,374.8246518,228,1.86,10.05340575
Lesotho,2001,351.3946706,184,1.87,9.776074516
Lesotho,2002,412.7919879,268,1.89,4.805776435
Lesotho,2003,391.6107733,199,1.90,5.655665822
Lesotho,2004,358.2716499,128,1.91,5.093072208
Lesotho,2005,357.0629959,123,1.93,7.746627008
Lesotho,2006,305.5079431,124,1.94,5.884452309
Lesotho,2007,299.6294227,90,1.96,5.847269186
Lesotho,2008,296.2559195,93,1.97,6.95721328
Lesotho,2009,312.4794984,92,1.99,7.171944268
Lesotho,2010,317.7674937,194,2.01,28.37916596
Lesotho,2011,322.4253468,127,2.03,28.62937187
Lesotho,2012,323.1729137,83,2.06,20.62937187
Lesotho,2013,328.1461365,147,2.08,24.62937187
Lesotho,2014,330.6507874,140,2.11,24.62937187
Madagascar,1990,2248.618695,2620,11.55,313.4822047
Madagascar,1991,2193.187028,2561,11.90,303.7215443
Madagascar,1992,2257.829228,2613,12.26,309.5049929
Madagascar,1993,2320.070059,2756,12.64,323.7550169
Madagascar,1994,2390.181405,2627,13.04,266.7851299
Madagascar,1995,2397.376281,2694,13.45,268.3925755
Madagascar,1996,2423.767379,2716,13.88,254.7450227
Madagascar,1997,2506.889599,2767,14.33,255.1770816
Madagascar,1998,2348.510616,2665,14.79,352.548357
Madagascar,1999,2540.897815,2786,15.26,364.7542555
Madagascar,2000,2648.202154,2720,15.75,338.0329038
Madagascar,2001,2697.492459,2866,16.24,341.2271669
Madagascar,2002,2688.611816,2765,16.74,309.8713723
Madagascar,2003,2843.35201,2946,17.25,304.4828405
Madagascar,2004,2844.733497,3136,17.76,396.2876986
Madagascar,2005,3088.108779,3747,18.29,694.3723108
Madagascar,2006,3158.154785,3802,18.83,726.0924134
Madagascar,2007,3251.916401,3919,19.37,790.2938167
Madagascar,2008,3409.389291,4173,19.93,697.0124799
Madagascar,2009,3457.922856,4530,20.50,1062.911789
Madagascar,2010,3546.474545,4708,21.08,1089.251794
Madagascar,2011,3655.958924,4592,21.68,1048.240071
Madagascar,2012,3757.612325,4806,22.29,1005.58723
Madagascar,2013,3876.136569,3996,22.93,511.9038631
Madagascar,2014,3999.735525,4224,23.57,496.1038631
Malawi,1990,1442.068803,1505,9.45,185.9389946
Malawi,1991,1522.737953,1773,9.60,211.9251014
Malawi,1992,1549.186647,786,9.76,58.47978703
Malawi,1993,1723.305307,2241,9.80,240.4562973
Malawi,1994,1686.159329,1225,9.73,171.1078148
Malawi,1995,1816.579519,1913,9.96,179.9954167
Malawi,1996,1923.03058,2183,10.15,249.5580298
Malawi,1997,1715.604362,1690,10.40,158.341691
Malawi,1998,2184.492768,2397,10.70,288.7229818
Malawi,1999,2237.349213,3197,10.88,376.5870543
Malawi,2000,2194.627789,3645,11.32,470.2536637
Malawi,2001,2411.4361,3173,11.62,673.5223652
Malawi,2002,2259.01831,2311,11.79,341.3875477
Malawi,2003,2285.082728,2894,12.24,485.2654263
Malawi,2004,2119.02706,2725,12.57,415.8270291
Malawi,2005,2281.30161,2081,12.93,220.265044
Malawi,2006,2522.688828,3833,13.31,520.8801563
Malawi,2007,2709.823902,4920,13.50,1069.058739
Malawi,2008,2754.921885,4344,14.14,1103.295305
Malawi,2009,3052.733058,5407,14.57,1178.315929
Malawi,2010,3138.033083,5251,14.77,1224.958945
Malawi,2011,3220.097313,5791,15.46,1181.922095
Malawi,2012,3618.031064,5722,15.70,1156.922095
Malawi,2013,3791.215616,5881,16.19,1156.922095
Malawi,2014,3943.139117,6283,16.70,1157.922095
Mozambique,1990,2438.771698,2427,13.57,318.2619414
Mozambique,1991,2196.947539,1939,13.72,153.9011298
Mozambique,1992,2309.739507,1473,14.35,80.45315152
Mozambique,1993,2343.694331,2089,14.89,177.4609117
Mozambique,1994,2392.79165,2042,15.45,66.19798816
Mozambique,1995,2646.483058,2684,15.98,304.5487598
Mozambique,1996,2867.101189,3129,16.41,339.1823731
Mozambique,1997,3119.157895,3486,16.92,455.9470932
Mozambique,1998,3275.036385,3752,17.35,523.8517006
Mozambique,1999,3577.894785,4059,17.80,593.1705656
Mozambique,2000,3489.553571,3651,18.28,507.2291836
Mozambique,2001,3590.145106,3980,18.79,643.1167239
Mozambique,2002,3601.192463,4018,19.32,588.8651646
Mozambique,2003,3925.855082,4316,19.87,650.8466601
Mozambique,2004,4003.258713,4619,20.52,844.664899
Mozambique,2005,3970.97276,3785,21.01,339.0491518
Mozambique,2006,4125.43526,4282,21.59,561.5370367
Mozambique,2007,4079.872275,4214,22.17,516.3097797
Mozambique,2008,4364.920252,4074,22.76,94.41194752
Mozambique,2009,4562.771959,4926,23.65,540.3271719
Mozambique,2010,4702.006573,6540,23.97,1759.181425
Mozambique,2011,4970.273444,6777,24.58,1846.370789
Mozambique,2012,5280.16925,4521,25.73,1561.384403
Mozambique,2013,5428.017615,4191,25.83,1433.002497
Mozambique,2014,4011.749616,4755,27.22,1327.502497
Namibia,1990,202.0899245,162,1.42,18.59748113
Namibia,1991,201.0461087,174,1.47,17.88652719
Namibia,1992,230.1466692,90,1.51,16.78666731
Namibia,1993,233.8803963,136,1.56,23.12009908
Namibia,1994,243.7968845,180,1.61,23.74922112
Namibia,1995,245.4613789,129,1.65,21.39034473
Namibia,1996,263.9033343,160,1.71,20.02583357
Namibia,1997,302.7921199,257,1.76,36.68436229
Namibia,1998,289.8636972,143,1.81,20.60153015
Namibia,1999,306.7953562,148,1.86,26.2425688
Namibia,2000,321.6739767,197,1.90,27.21860132
Namibia,2001,322.4120571,188,1.93,27.73190708
Namibia,2002,335.8357383,187,1.96,38.25505926
Namibia,2003,345.3558441,188,1.98,45.15962524
Namibia,2004,365.867411,230,2.00,30.06437986
Namibia,2005,371.7416466,250,2.03,29.60730143
Namibia,2006,385.7399463,275,2.05,39.57701234
Namibia,2007,392.1531354,217,2.08,36.60479124
Namibia,2008,386.6532653,207,2.11,30.49880268
Namibia,2009,375.2867278,208,2.14,27.16453056
Namibia,2010,383.0399377,254,2.19,30.27754857
Namibia,2011,399.6099939,237,2.22,31.19589027
Namibia,2012,404.015297,270,2.29,31.19589027
Namibia,2013,415.5293416,189,2.35,28.19589027
Namibia,2014,317.9832736,123,2.40,31.19589027
Swaziland,1990,164.1473129,149,0.86,23.32957357
Swaziland,1991,187.7921614,153,0.89,18.24386033
Swaziland,1992,166.4918534,69,0.91,6.313309737
Swaziland,1993,160.2541154,86,0.93,9.330495526
Swaziland,1994,181.2310336,115,0.94,13.40843069
Swaziland,1995,135.9216079,90,0.96,9.378937312
Swaziland,1996,191.1607283,166,0.98,16.39216355
Swaziland,1997,165.6309571,152,1.01,3.674484631
Swaziland,1998,171.3611481,133,1.03,3.728261505
Swaziland,1999,173.062501,138,1.05,3.368179781
Swaziland,2000,175.4662713,127,1.06,7.450162452
Swaziland,2001,174.3039224,97,1.07,3.946922059
Swaziland,2002,178.9039825,83,1.08,3.052144298
Swaziland,2003,177.0892226,83,1.09,2.608282838
Swaziland,2004,181.9410852,84,1.10,3.112252719
Swaziland,2005,182.1423586,90,1.11,0.550941531
Swaziland,2006,183.2529657,82,1.12,3.765681577
Swaziland,2007,183.2353122,62,1.14,2.58801303
Swaziland,2008,177.4862505,79,1.15,2.934813317
Swaziland,2009,183.0667464,88,1.17,2.999775076
Swaziland,2010,171.4955954,93,1.19,10.05193307
Swaziland,2011,172.837789,103,1.21,12.10395392
Swaziland,2012,171.0948074,94,1.23,9.103953922
Swaziland,2013,171.8533851,101,1.25,9.103953922
Swaziland,2014,161.2054602,122,1.27,20.10395392
Zambia,1990,1564.54876,1456,7.85,207.4405708
Zambia,1991,1441.64945,1482,8.04,197.3001626
Zambia,1992,1402.782773,862,8.58,138.2107983
Zambia,1993,1555.22303,2039,8.42,273.3810716
Zambia,1994,1526.239746,1437,8.63,285.5942795
Zambia,1995,1509.653941,1139,8.84,177.2441071
Zambia,1996,1533.598875,1846,9.07,189.263193
Zambia,1997,1518.559896,1391,9.76,171.4638519
Zambia,1998,1372.329926,1107,9.58,98.00218329
Zambia,1999,1458.417597,1365,9.84,155.2927316
Zambia,2000,1375.850305,1515,10.59,184.5434293
Zambia,2001,1468.237616,1315,10.36,134.2855913
Zambia,2002,1347.980217,1110,10.63,109.6433321
Zambia,2003,1528.357003,1737,10.90,167.7001402
Zambia,2004,1556.435714,1753,11.18,170.98591
Zambia,2005,1552.56329,1464,12.04,140.4608124
Zambia,2006,1609.051291,2015,11.78,195.4091038
Zambia,2007,1651.979356,1940,12.11,191.8893364
Zambia,2008,1801.015063,2166,12.46,219.3972844
Zambia,2009,1868.698524,2671,12.83,230.9824967
Zambia,2010,1976.955544,3577,13.92,396.9716491
Zambia,2011,1963.90124,3808,13.63,544.818494
Zambia,2012,2010.467513,3651,14.08,448.8827653
Zambia,2013,2081.982195,3378,15.25,524.3429714
Zambia,2014,2068.712374,4043,15.72,568.3429714
Zimbabwe,1990,2005.73034,2627,10.46,307.8753554
Zimbabwe,1991,1776.635416,2108,10.76,228.4530243
Zimbabwe,1992,1719.927596,533,10.98,237.7346076
Zimbabwe,1993,1824.202696,2556,11.21,291.1029952
Zimbabwe,1994,1889.709148,2903,11.48,293.0232347
Zimbabwe,1995,1858.194281,1037,11.64,125.2242622
Zimbabwe,1996,1954.291988,3193,11.85,289.5331904
Zimbabwe,1997,1884.829629,2776,12.05,307.1216344
Zimbabwe,1998,1934.443355,1968,12.23,217.3525234
Zimbabwe,1999,1914.859078,2072,12.37,185.5864456
Zimbabwe,2000,1918.633742,2613,12.50,252.6764913
Zimbabwe,2001,1923.470759,2048,12.59,138.516666
Zimbabwe,2002,1924.87372,842,12.69,97.4775517
Zimbabwe,2003,1942.985294,1273,12.67,131.6326568
Zimbabwe,2004,2562.512029,2125,12.69,117.1383398
Zimbabwe,2005,1954.263657,1249,12.71,128.3118509
Zimbabwe,2006,2024.164639,2038,12.72,137.4320305
Zimbabwe,2007,2078.051998,1351,13.30,113.1468549
Zimbabwe,2008,1924.124541,932,12.78,138.5193373
Zimbabwe,2009,1749.340822,1678,12.89,179.5620851
Zimbabwe,2010,1726.278513,1721,13.97,182.4954945
Zimbabwe,2011,1785.150827,1764,13.36,176.3670999
Zimbabwe,2012,1843.224762,1254,13.72,148.5228244
Zimbabwe,2013,1916.682536,1088,14.15,108.824844
Zimbabwe,2014,2016.901581,1853,15.25,136.824844
